,,device-log-facility,value,1,tableName,SYSTEM_DIAGNOSTICS,method,GET,33,POST,34,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,3,,,,,,,,,,,,,,,,
,,dev-log-ip-addr,value,192.168.0.88,tableName,SYSTEM_DIAGNOSTICS,method,GET,35,POST,36,access,admin,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,,,,,
,splash-scrn,enable,value,0,tableName,SYSTEM_SPLASH-SCRN,method,GET,37,POST,38,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,upload,value,image.jpg,tableName,SYSTEM_SPLASH-SCRN,method,POST,39,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,get-name,value,image.jpg,tableName,SYSTEM_SPLASH-SCRN,method,GET,40,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,reset,soft-reset,value,1,tableName,SYSTEM_RESET,method,POST,41,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,,,,,,,,,,,,,,,,,,,,
,,configuration-reset,value,1,tableName,SYSTEM_RESET,method,POST,42,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,,,,,,,,,,,,,,,,,,,,
,,factory-reset,value,1,tableName,SYSTEM_RESET,method,POST,43,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,,,,,,,,,,,,,,,,,,,,
,reboot,value,1,tableName,SYSTEM,method,POST,44,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,,,,,,,,,,,,,,,,,,,,,
,authentication,user,value,ks,tableName,SYSTEM_AUTHENTICATION,method,POST,0,access,user,socketFilter,1,filter,NONE,action,USER_NAME,,,,,,,,,,,,,,,,,,,,,,
,,user-pwd,value,User#1234,tableName,SYSTEM_AUTHENTICATION,method,POST,0,access,user,socketFilter,1,filter,NONE,action,USER_PWD,,,,,,,,,,,,,,,,,,,,,,
,,admin,value,admin,tableName,SYSTEM_AUTHENTICATION,method,POST,0,access,user,socketFilter,1,filter,NONE,action,ADMIN_NAME,,,,,,,,,,,,,,,,,,,,,,
,,admin-pwd,value,Admin#1234,tableName,SYSTEM_AUTHENTICATION,method,POST,0,access,user,socketFilter,1,filter,NONE,action,ADMIN_PWD,,,,,,,,,,,,,,,,,,,,,,
,identification,id,value,DECODER001,tableName,SYSTEM_IDENTIFICATION,method,GET,45,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,video-mode,enable-3d,value,0,tableName,SYSTEM_VIDEO-MODE,method,GET,46,POST,47,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,config-file,upload,value,config.csv,tableName,SYSTEM_CONFIG-FILE,method,GET,48,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,download,value,SUCCESS,tableName,SYSTEM_CONFIG-FILE,method,POST,49,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,delete,value,config.csv,tableName,SYSTEM_CONFIG-FILE,method,POST,50,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,update,value,1,tableName,SYSTEM_CONFIG-FILE,method,POST,51,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,misc,board-type,value,11,tableName,SYSTEM_MISC,method,GET,52,access,user,socketFilter,0,filter,LIST,NONE,LIST,0,1,10,11,END,,,,,,,,,,,,,,,,,
,,led-on-time,value,50,tableName,SYSTEM_MISC,method,GET,53,POST,54,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,led-off-time,value,50,tableName,SYSTEM_MISC,method,GET,55,POST,56,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,http-mode,value,1,tableName,SYSTEM_MISC,method,GET,0,POST,0,access,admin,socketFilter,1,filter,MIN,MAX,NONE,MIN,0,MAX,1,action,HTTP_SWITCH,,,,,,,,,,,,,,
,,enable-encryption,value,0,tableName,SYSTEM_MISC,method,GET,0,POST,0,access,admin,socketFilter,1,filter,MIN,MAX,NONE,MIN,0,MAX,1,action,ENCRYPT_DECRYPT,,,,,,,,,,,,,,
,,acc-debounce-time,value,100,tableName,SYSTEM_MISC,,GET,57,POST,58,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,
,,acc1-reaction,value,,tableName,SYSTEM_MISC,,GET,58,POST,59,access,user,socketFilter,0,filter,LIST,NONE,1,2,3,END,,,,,,,,,,,,,,,,,
,,acc2-reaction,value,,tableName,SYSTEM_MISC,,GET,60,POST,61,access,user,socketFilter,0,filter,LIST,NONE,1,2,3,END,,,,,,,,,,,,,,,,,
,,acc1-notify,value,,tableName,SYSTEM_MISC,,GET,62,POST,63,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,acc2-notify,value,,tableName,SYSTEM_MISC,,GET,64,POST,65,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,mdns,add-key,value,id,tableName,SYSTEM_MDNS,method,POST,0,access,user,socketFilter,1,array,key,data-value,END,action,ADD_RECORD,,,,,,,,,,,,,,,,,,,,
,,,key,value,id,tableName,SYSTEM_MDNS,method,POST,0,access,user,socketFilter,1,filter,NONE,action,ADD_RECORD,,,,,,,,,,,,,,,,,,,,,
,,,data-value,value,DECODER002,tableName,SYSTEM_MDNS,method,POST,0,access,user,socketFilter,1,filter,NONE,action,ADD_RECORD,,,,,,,,,,,,,,,,,,,,,
,,delete-key,value,id,tableName,SYSTEM_MDNS,method,POST,0,access,user,socketFilter,1,filter,NONE,action,DELETE_RECORD,,,,,,,,,,,,,,,,,,,,,,
,,read-key,value,id,tableName,SYSTEM_MDNS,method,GET,0,access,user,socketFilter,1,filter,NONE,action,READ_RECORD,,,,,,,,,,,,,,,,,,,,,,
,,edit-key,value,id,tableName,SYSTEM_MDNS,method,POST,0,access,user,socketFilter,1,array,key,data-value,END,action,EDIT_RECORD,,,,,,,,,,,,,,,,,,,,
,,,key,value,id,tableName,SYSTEM_MDNS,method,POST,0,access,user,socketFilter,1,filter,NONE,action,EDIT_RECORD,,,,,,,,,,,,,,,,,,,,,
,,,data-value,value,DECODER001,tableName,SYSTEM_MDNS,method,POST,0,access,user,socketFilter,1,filter,NONE,action,EDIT_RECORD,,,,,,,,,,,,,,,,,,,,,
video,input,videos,value,2,tableName,VIDEO_INPUT,method,GET,101,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,resolution,value,1080p,tableName,VIDEO_INPUT,method,GET,102,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,frame-rate,value,30,tableName,VIDEO_INPUT,method,GET,103,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,valid-input,value,1,tableName,VIDEO_INPUT,method,GET,104,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,cable-presence,value,0,tableName,VIDEO_INPUT,method,GET,105,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,analog-video,value,1,tableName,VIDEO_INPUT,method,POST,106,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,500,MAX,1,,,,,,,,,,,,,,,,
,,video-interface,value,500,tableName,VIDEO_INPUT,method,GET,107,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,500,MAX,1,,,,,,,,,,,,,,,,
,,enable-color-bar,value,0,tableName,VIDEO_INPUT,method,GET,108,POST,109,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,output,streams,value,1,tableName,VIDEO_OUTPUT,method,GET,110,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,3,,,,,,,,,,,,,,,,,,
,,frame-rate,value,0,tableName,VIDEO_OUTPUT,method,GET,111,POST,112,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,hqll-tx-status,value,1,tableName,VIDEO_OUTPUT,method,GET,113,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,,
,,pes-tx-status,value,1,tableName,VIDEO_OUTPUT,method,GET,114,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,,
,,ses-tx-status,value,1,tableName,VIDEO_OUTPUT,method,GET,115,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,,
,,enable-hqll-tx,value,1,tableName,VIDEO_OUTPUT,method,POST,116,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,,
,,enable-pes-tx,value,1,tableName,VIDEO_OUTPUT,method,POST,117,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,,
,,enable-ses-tx,value,1,tableName,VIDEO_OUTPUT,method,POST,118,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,,
,,pes-resolution,value,720p,tableName,VIDEO_OUTPUT,method,GET,119,POST,120,access,user,socketFilter,0,filter,LIST,NONE,LIST,720p,1080p,END,,,,,,,,,,,,,,,,,
,,ses-resolution,value,360p,tableName,VIDEO_OUTPUT,method,GET,121,POST,122,access,user,socketFilter,0,filter,LIST,NONE,LIST,360p,END,,,,,,,,,,,,,,,,,,
,,pes-bit-rate,value,0,tableName,VIDEO_OUTPUT,method,GET,123,POST,124,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,3000000,MAX,20000000,,,,,,,,,,,,,,,,
,,ses-bit-rate,value,0,tableName,VIDEO_OUTPUT,method,GET,125,POST,126,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,256000,MAX,2000000,,,,,,,,,,,,,,,,
,,hqll-mult-ip-addr,value,232.0.5.1,tableName,VIDEO_OUTPUT,method,GET,127,POST,128,access,admin,socketFilter,0,array,ip-addr,port,END ,getArray,112,114,END,postArray,113,115,END,,,,,,,,,,,,
,,,ip-addr,value,232.0.5.1,tableName,VIDEO_OUTPUT_HQLL-MULT-IP-ADDR,method,GET,129,POST,130,access,admin,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,,,,
,,,port,value,12100,tableName,VIDEO_OUTPUT_HQLL-MULT-IP-ADDR,method,GET,131,POST,132,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,pes-mult-ip-addr,value,232.0.5.2,tableName,VIDEO_OUTPUT,method,GET,133,POST,134,access,admin,socketFilter,0,array,ip-addr,port,END ,getArray,118,120,END,postArray,119,121,END,,,,,,,,,,,,
,,,ip-addr,value,232.0.5.1,tableName,VIDEO_OUTPUT_PES-MULT-IP-ADDR,method,GET,135,POST,136,access,admin,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,,,,
,,,port,value,12200,tableName,VIDEO_OUTPUT_PES-MULT-IP-ADDR,method,GET,137,POST,138,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,ses-mult-ip-addr,value,232.0.5.2,tableName,VIDEO_OUTPUT,method,GET,139,POST,140,access,admin,socketFilter,0,array,ip-addr,port,END ,getArray,118,120,END,postArray,119,121,END,,,,,,,,,,,,
,,,ip-addr,value,232.0.5.1,tableName,VIDEO_OUTPUT_SES-MULT-IP-ADDR,method,GET,141,POST,142,access,admin,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,,,,
,,,port,value,12200,tableName,VIDEO_OUTPUT_SES-MULT-IP-ADDR,method,GET,143,POST,144,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,pes-rtp-mode,value,1,tableName,VIDEO_OUTPUT,method,GET,145,POST,146,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,enable-pes-msg-auth,value,1,tableName,VIDEO_OUTPUT,method,GET,147,POST,148,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,enable-pes-replay-protection,value,1,tableName,VIDEO_OUTPUT,method,GET,149,POST,150,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,ses-rtp-mode,value,1,tableName,VIDEO_OUTPUT,method,GET,151,POST,152,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,enable-ses-msg-auth,value,1,tableName,VIDEO_OUTPUT,method,GET,153,POST,154,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,enable-ses-replay-protection,value,1,tableName,VIDEO_OUTPUT,method,GET,155,POST,156,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,mute,value,1,tableName,VIDEO_OUTPUT,method,GET,157,POST,158,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
still-capture,feature-enable,value,1,tableName,STILL-CAPTURE,method,GET,501,POST,502,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
,capture-image,value,1,tableName,STILL-CAPTURE,method,POST,503,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,2,,,,,,,,,,,,,,,,,,,
,enable-pip,value,1,tableName,STILL-CAPTURE,method,POST,504,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,2,,,,,,,,,,,,,,,,,,,
,ip-addr,value,0,tableName,STILL-CAPTURE,method,GET,505,POST,506,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
,pip-loc,value,100,tableName,STILL-CAPTURE,method,GET,507,POST,508,access,admin,x_location,y_location,,,,,,,,,,,,,,,,,,,,,,,,,
,,x_location,value,100,tableName,STILL-CAPTURE,method,GET,509,POST,510,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,,y_location,value,100,tableName,STILL-CAPTURE,method,GET,511,POST,512,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,
,pip-time,value,1,tableName,STILL-CAPTURE,method,GET,513,POST,514,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
,enable-transfer,value,1,tableName,STILL-CAPTURE,method,GET,515,POST,516,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
,auto-transfer,value,0,tableName,STILL-CAPTURE,method,GET,517,POST,518,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
,transfer,value,1,tableName,STILL-CAPTURE,method,POST,519,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
,swap-pap,value,0,tableName,STILL-CAPTURE,method,POST,520,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
overlay,feature-enable,value,1,tableName,OVERLAY,method,GET,201,POST,202,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
,max-images,value,5,tableName,OVERLAY,method,GET,203,POST,204,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,5,,,,,,,,,,,,,,,,,
,enable,value,1,tableName,OVERLAY,method,GET,205,POST,206,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,,,
,upload-image,value,mute.jpg,tableName,OVERLAY,method,POST,207,access,admin,socketFilter,0,array,file_name,id,height,width,END,postArray,208,209,210,211,END,,,,,,,,,,,,,,,
,,file_name,value,overlay.jpg,tableName,OVERLAY_UPLOAD-IMAGE,method,POST,208,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,id,value,overlay001,tableName,OVERLAY_UPLOAD-IMAGE,method,POST,209,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,7,,,,,,,,,,,,,,,,,,
,,height,value,100,tableName,OVERLAY_UPLOAD-IMAGE,method,POST,210,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,1079,,,,,,,,,,,,,,,,,,
,,width,value,100,tableName,OVERLAY_UPLOAD-IMAGE,method,POST,211,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,1919,,,,,,,,,,,,,,,,,,
,upload-mute-image,value,mute.jpg,tableName,OVERLAY,method,POST,212,access,admin,socketFilter,0,array,file_name,id,height,width,END,postArray,213,214,215,END,,,,,,,,,,,,,,,,
,,file_name,value,mute.jpg,tableName,OVERLAY_UPLOAD-MUTE-IMAGE,method,POST,213,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,,,,
,,height,value,100,tableName,OVERLAY_UPLOAD-MUTE-IMAGE,method,POST,214,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,1079,,,,,,,,,,,,,,,,,,
,,width,value,100,tableName,OVERLAY_UPLOAD-MUTE-IMAGE,method,POST,215,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,1919,,,,,,,,,,,,,,,,,,
,del-image,value,overlay001,tableName,OVERLAY,method,POST,216,access,admin,socketFilter,0,array,id,END,postArray,217,END,,,,,,,,,,,,,,,,,,,,,
,,id,value,0,tableName,OVERLAY,method,POST,217,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,7,,,,,,,,,,,,,,,,,,
,0,image-params,value,OVERLAY_0,tableName,OVERLAY_0,method,GET,218,POST,219,access,admin,socketFilter,0,array,x_location,y_location,enable,height,width,END,,,,,,,,,,,,,,,,,
,,,x_location,value,100,tableName,OVERLAY_0,method,GET,222,POST,223,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,,,y_location,value,100,tableName,OVERLAY_0,method,GET,224,POST,225,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,enable,value,0,tableName,OVERLAY_0,method,GET,226,POST,227,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,
,,,height,value,200,tableName,OVERLAY_0,method,GET,228,POST,229,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,width,value,200,tableName,OVERLAY_0,method,GET,230,POST,231,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,1,image-params,value,1,tableName,OVERLAY_1,method,GET,232,POST,233,access,admin,socketFilter,0,array,id,x_location,y_location,enable,height,width,END,,,,,,,,,,,,,,,,
,,,x_location,value,100,tableName,OVERLAY_1,method,GET,236,POST,237,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,,,y_location,value,100,tableName,OVERLAY_1,method,GET,238,POST,239,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,enable,value,1,tableName,OVERLAY_1,method,GET,240,POST,241,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,
,,,height,value,200,tableName,OVERLAY_1,method,GET,242,POST,243,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,width,value,200,tableName,OVERLAY_1,method,GET,244,POST,245,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,2,image-params,value,2,tableName,OVERLAY_2,method,GET,246,POST,247,access,admin,socketFilter,0,array,id,x_location,y_location,enable,height,width,END,,,,,,,,,,,,,,,,
,,,x_location,value,100,tableName,OVERLAY_2,method,GET,250,POST,251,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,,,y_location,value,100,tableName,OVERLAY_2,method,GET,252,POST,253,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,enable,value,1,tableName,OVERLAY_2,method,GET,254,POST,255,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,
,,,height,value,200,tableName,OVERLAY_2,method,GET,256,POST,257,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,width,value,200,tableName,OVERLAY_2,method,GET,258,POST,259,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,3,image-params,value,3,tableName,OVERLAY_3,method,GET,260,POST,261,access,admin,socketFilter,0,array,id,x_location,y_location,enable,height,width,END,,,,,,,,,,,,,,,,
,,,x_location,value,100,tableName,OVERLAY_3,method,GET,264,POST,265,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,,,y_location,value,100,tableName,OVERLAY_3,method,GET,266,POST,267,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,enable,value,1,tableName,OVERLAY_3,method,GET,268,POST,269,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,
,,,height,value,200,tableName,OVERLAY_3,method,GET,270,POST,271,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,width,value,200,tableName,OVERLAY_3,method,GET,272,POST,273,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,4,image-params,value,4,tableName,OVERLAY_4,method,GET,274,POST,275,access,admin,socketFilter,0,array,id,x_location,y_location,enable,height,width,END,,,,,,,,,,,,,,,,
,,,x_location,value,100,tableName,OVERLAY_4,method,GET,278,POST,279,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
,,,y_location,value,100,tableName,OVERLAY_4,method,GET,280,POST,281,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,enable,value,1,tableName,OVERLAY_4,method,GET,282,POST,283,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,,
,,,height,value,200,tableName,OVERLAY_4,method,GET,284,POST,285,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,,
,,,width,value,200,tableName,OVERLAY_4,method,GET,286,POST,287,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,,
