,,notify-port,value,SYSTEM_NETWORK_NOTIFY-PORT,tableName,SYSTEM_NETWORK,method,GET,22,POST,23,access,GET,user,POST,user,startup,0,socketFilter,1,flags,GET,1,POST,1,array,port,END,action,NOTIFY_PORT,,,,,,,,,,,,
,,,port,value,9999,tableName,SYSTEM_NETWORK_NOTIFY-PORT,method,GET,22,POST,23,access,GET,user,POST,user,startup,1,socketFilter,1,flags,GET,1,POST,1,filter,dataType,NONE,dataType,INTEGER,action,NOTIFY_PORT,notifyOpcode,652,,,,,,,
,,image-server-ip-addr,value,192.168.0.99,tableName,SYSTEM_NETWORK,method,GET,24,POST,25,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,TYPE,dataType,NONE,TYPE,IPAddress,END,dataType,STR,,,,,,,,
,,eth-interfaces,value,1,tableName,SYSTEM_NETWORK,method,GET,26,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,dataType,NONE,dataType,INTEGER,,,,,,,,,,,,,,,,,,
,diagnostics,hw-status,value,1,tableName,SYSTEM_DIAGNOSTICS,method,GET,27,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,LIST,dataType,NONE,LIST,0,1,END,dataType,INTEGER,,,,,,,,,,,,,
,,temperature-threshold,value,60,tableName,SYSTEM_DIAGNOSTICS,method,GET,74,POST,75,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,INTEGER,,,,,,,,,,,,
,,temperature,value,25,tableName,SYSTEM_DIAGNOSTICS,method,GET,28,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,dataType,NONE,dataType,DOUBLE,,,,,,,,,,,,,,,,,,
,,device-log,value,SUCCESS,tableName,SYSTEM_DIAGNOSTICS,method,GET,29,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,,,,,,
,,dev-log-ip-addr,value,192.168.0.88,tableName,SYSTEM_DIAGNOSTICS,method,GET,34,POST,35,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,TYPE,dataType,NONE,TYPE,IPAddress,END,dataType,STR,action,LOG_IP_ADDRESS,,,,,,
,reset,soft-reset,value,1,tableName,SYSTEM_RESET,method,POST,40,access,POST,user,startup,0,socketFilter,0,flags,POST,0,filter,LIST,dataType,NONE,LIST,1,END,dataType,INTEGER,,,,,,,,,,,,,,
,,configuration-reset,value,1,tableName,SYSTEM_RESET,method,POST,41,access,POST,user,startup,0,socketFilter,0,flags,POST,0,filter,LIST,dataType,NONE,LIST,1,END,dataType,INTEGER,,,,,,,,,,,,,,
,,factory-reset,value,1,tableName,SYSTEM_RESET,method,POST,42,access,POST,user,startup,0,socketFilter,0,flags,POST,0,filter,LIST,dataType,NONE,LIST,1,END,dataType,INTEGER,,,,,,,,,,,,,,
,reboot,value,1,tableName,SYSTEM,method,POST,43,access,POST,user,startup,0,socketFilter,0,flags,POST,0,filter,LIST,dataType,NONE,LIST,1,END,dataType,INTEGER,,,,,,,,,,,,,,,
,authentication,admin,value,admin,tableName,SYSTEM_AUTHENTICATION,method,GET,44,POST,45,access,GET,admin,POST,admin,startup,0,socketFilter,1,flags,GET,0,POST,0,filter,dataType,NONE,dataType,STR,action,USER_NAME,,,,,,,,,,
,,admin-pwd,value,Admin1234,tableName,SYSTEM_AUTHENTICATION,method,POST,46,access,POST,admin,startup,0,socketFilter,1,flags,POST,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,STR,action,ADMIN_NAME,,,,,,,,,,,
,,user,value,user,tableName,SYSTEM_AUTHENTICATION,method,GET,47,POST,48,access,GET,user,POST,user,startup,0,socketFilter,1,flags,GET,0,POST,0,filter,dataType,NONE,dataType,STR,action,ADMIN_NAME,,,,,,,,,,
,,user-pwd,value,User1234,tableName,SYSTEM_AUTHENTICATION,method,POST,49,access,POST,user,startup,0,socketFilter,1,flags,POST,0,filter,dataType,NONE,dataType,STR,action,ADMIN_PWD,,,,,,,,,,,,,,,,
,identification,id,value,DECODER001,tableName,SYSTEM_IDENTIFICATION,method,GET,50,POST,86,access,GET,user,POST,admin,startup,0,socketFilter,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,STR,action,ID,notifyOpcode,655,,,,,,,,
,video-mode,enable-3d,value,0,tableName,SYSTEM_VIDEO-MODE,method,GET,51,POST,52,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,,,,,,
,config-file,upload,value,SYSTEM_CONFIG-FILE_UPLOAD,tableName,SYSTEM_CONFIG-FILE,method,POST,53,access,POST,admin,startup,0,socketFilter,0,flags,POST,3,array,file-name,location,END,,,,,,,,,,,,,,,,,,,
,,,file-name,value,config.csv,tableName,SYSTEM_CONFIG-FILE_UPLOAD,method,POST,53,access,POST,admin,startup,0,socketFilter,0,flags,POST,1,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,,,,,
,,,location,value,config.csv,tableName,SYSTEM_CONFIG-FILE_UPLOAD,method,POST,53,access,POST,admin,startup,0,socketFilter,0,flags,POST,2,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,,,,,
,,download,value,SUCCESS,tableName,SYSTEM_CONFIG-FILE,method,GET,54,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,,,,,,
,,delete,value,SYSTEM_CONFIG-FILE_DELETE,tableName,SYSTEM_CONFIG-FILE,method,POST,55,access,POST,admin,startup,0,socketFilter,0,flags,POST,0,array,file-name,END,,,,,,,,,,,,,,,,,,,,
,,,file-name,value,config.csv,tableName,SYSTEM_CONFIG-FILE_DELETE,method,POST,55,access,POST,admin,startup,0,socketFilter,0,flags,POST,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,,,,,
,mdns,add-key,value,SYSTEM_MDNS_ADD-KEY,tableName,SYSTEM_MDNS,method,POST,57,access,POST,user,startup,0,socketFilter,1,flags,POST,0,array,key,data-value,END,action,ADD_RECORD,,,,,,,,,,,,,,,,,
,,,key,value,id,tableName,SYSTEM_MDNS_ADD-KEY,method,POST,57,access,POST,user,startup,0,socketFilter,1,flags,POST,0,filter,dataType,NONE,dataType,STR,action,ADD_RECORD,,,,,,,,,,,,,,,
,,,data-value,value,DECODER002,tableName,SYSTEM_MDNS_ADD-KEY,method,POST,57,access,POST,user,startup,0,socketFilter,1,flags,POST,0,filter,dataType,NONE,dataType,STR,action,ADD_RECORD,,,,,,,,,,,,,,,
,,delete-key,value,id,tableName,SYSTEM_MDNS,method,POST,58,access,POST,user,startup,0,socketFilter,1,flags,POST,0,filter,dataType,NONE,dataType,STR,action,DELETE_RECORD,,,,,,,,,,,,,,,,
,,read-key,value,id,tableName,SYSTEM_MDNS,method,GET,59,access,GET,user,startup,0,socketFilter,1,flags,GET,0,filter,dataType,NONE,dataType,STR,action,READ_RECORD,,,,,,,,,,,,,,,,
,,edit-key,value,SYSTEM_MDNS_EDIT-KEY,tableName,SYSTEM_MDNS,method,POST,60,access,POST,user,startup,0,socketFilter,1,flags,POST,0,array,key,data-value,END,action,EDIT_RECORD,,,,,,,,,,,,,,,,,
,,,key,value,id,tableName,SYSTEM_MDNS_EDIT-KEY,method,POST,60,access,POST,user,startup,0,socketFilter,1,flags,POST,0,filter,dataType,NONE,dataType,STR,action,EDIT_RECORD,,,,,,,,,,,,,,,
,,,data-value,value,DECODER001,tableName,SYSTEM_MDNS_EDIT-KEY,method,POST,60,access,POST,user,startup,0,socketFilter,1,flags,POST,0,filter,dataType,NONE,dataType,STR,action,EDIT_RECORD,,,,,,,,,,,,,,,
,misc,board-type,value,11,tableName,SYSTEM_MISC,method,GET,61,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,LIST,dataType,NONE,LIST,0,1,10,11,END,dataType,INTEGER,,,,,,,,,,,
,,led-on-time,value,50,tableName,SYSTEM_MISC,method,GET,62,POST,63,access,GET,user,POST,user,startup,2,socketFilter,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,INTEGER,,,,,,,,,,,,
,,led-off-time,value,50,tableName,SYSTEM_MISC,method,GET,64,POST,65,access,GET,user,POST,user,startup,2,socketFilter,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,INTEGER,,,,,,,,,,,,
,,http-mode,value,1,tableName,SYSTEM_MISC,method,GET,66,POST,67,access,GET,user,POST,user,startup,1,socketFilter,1,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,1,MAX,2,dataType,INTEGER,action,HTTP_SWITCH,notifyOpcode,653,,
,,enable-encryption,value,0,tableName,SYSTEM_MISC,method,GET,68,POST,69,access,GET,user,POST,user,startup,1,socketFilter,1,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,action,ENCRYPT_DECRYPT,notifyOpcode,654,,
,,rtc,value,SYSTEM_MISC_RTC,tableName,SYSTEM_MISC,method,GET,70,POST,71,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,63,POST,63,array,year,month,day,hour,min,sec,END,dataTypeArray,STR,STR,STR,STR,STR,STR,END,
,,,year,value,2015,tableName,SYSTEM_MISC_RTC,method,GET,70,POST,71,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,1,POST,1,filter,MIN,MAX,dataType,NONE,MIN,1970,MAX,2050,dataType,INTEGER,,,,,
,,,month,value,6,tableName,SYSTEM_MISC_RTC,method,GET,70,POST,71,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,2,POST,2,filter,MIN,MAX,dataType,NONE,MIN,1,MAX,12,dataType,INTEGER,,,,,
,,,day,value,27,tableName,SYSTEM_MISC_RTC,method,GET,70,POST,71,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,4,POST,4,filter,MIN,MAX,dataType,NONE,MIN,1,MAX,31,dataType,INTEGER,,,,,
,,,hour,value,14,tableName,SYSTEM_MISC_RTC,method,GET,70,POST,71,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,8,POST,8,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,23,dataType,INTEGER,,,,,
,,,min,value,46,tableName,SYSTEM_MISC_RTC,method,GET,70,POST,71,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,16,POST,16,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,59,dataType,INTEGER,,,,,
,,,sec,value,10,tableName,SYSTEM_MISC_RTC,method,GET,70,POST,71,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,32,POST,32,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,59,dataType,INTEGER,,,,,
,,ftp-mode,value,2,tableName,SYSTEM_MISC,method,GET,72,POST,73,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,1,MAX,2,dataType,INTEGER,,,,,,
,,ftp-auth,value,SYSTEM_MISC_FTP-AUTH,tableName,SYSTEM_MISC,method,GET,87,POST,88,access,GET,admin,POST,admin,startup,1,socketFilter,0,flags,GET,3,POST,3,array,username,password,END,dataTypeArray,STR,STR,END,,,,,,,,,
,,,username,value,username,tableName,SYSTEM_MISC_FTP-AUTH,method,GET,87,POST,88,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,
,,,password,value,password,tableName,SYSTEM_MISC_FTP-AUTH,method,GET,87,POST,88,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,
audio,input,valid-input,value,1,tableName,AUDIO_INPUT,method,GET,401,access,GET,user,startup,0,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,,,,,,,,,,,
,,enable-rx,value,1,tableName,AUDIO_INPUT,method,GET,402,POST,403,access,GET,user,POST,user,startup,2,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,,,,,,
,,fine-gain,value,2,tableName,AUDIO_INPUT,method,GET,404,POST,405,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,INTEGER,,,,,,,,,,,,
,,coarse-gain,value,25,tableName,AUDIO_INPUT,method,GET,406,POST,407,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,25,dataType,INTEGER,,,,,,
,,mute,value,0,tableName,AUDIO_INPUT,method,GET,408,POST,409,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,,,,,,
,,loopback,value,0,tableName,AUDIO_INPUT,method,GET,410,POST,411,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,,,,,,
,,rx-mult-ip-addr,value,AUDIO_INPUT_RX-MULT-IP-ADDR,tableName,AUDIO_INPUT,method,GET,412,POST,413,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,3,POST,3,array,ip-addr,port,END,dataTypeArray,STR,INTEGER,END,,,,,,,,,
,,,ip-addr,value,232.0.5.1,tableName,AUDIO_INPUT_RX-MULT-IP-ADDR,method,GET,412,POST,413,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,1,POST,1,filter,TYPE,dataType,NONE,TYPE,IPAddress,END,dataType,STR,,,,,,,
,,,port,value,13100,tableName,AUDIO_INPUT_RX-MULT-IP-ADDR,method,GET,412,POST,413,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,2,POST,2,filter,dataType,NONE,dataType,INTEGER,,,,,,,,,,,
,output,enable-tx,value,1,tableName,AUDIO_OUTPUT,method,GET,414,POST,415,access,GET,user,POST,user,startup,2,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,,,,,,
,,tx-mult-ip-addr,value,AUDIO_OUTPUT_TX-MULT-IP-ADDR,tableName,AUDIO_OUTPUT,method,GET,416,POST,417,access,GET,user,POST,user,startup,2,socketFilter,0,flags,GET,3,POST,3,array,ip-addr,port,END,dataTypeArray,STR,INTEGER,END,,,,,,,,,
,,,ip-addr,value,232.0.5.1,tableName,AUDIO_OUTPUT_TX-MULT-IP-ADDR,method,GET,416,POST,417,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,1,POST,1,filter,TYPE,dataType,NONE,TYPE,IPAddress,END,dataType,STR,,,,,,,
,,,port,value,13200,tableName,AUDIO_OUTPUT_TX-MULT-IP-ADDR,method,GET,416,POST,417,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,2,POST,2,filter,dataType,NONE,dataType,INTEGER,,,,,,,,,,,
,,fine-gain,value,2,tableName,AUDIO_OUTPUT,method,GET,418,POST,419,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,INTEGER,,,,,,,,,,,,
,,coarse-gain,value,25,tableName,AUDIO_OUTPUT,method,GET,420,POST,421,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,25,dataType,INTEGER,,,,,,
,,mute,value,0,tableName,AUDIO_OUTPUT,method,GET,422,POST,423,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,,,,,,
,,fade,value,0,tableName,AUDIO_OUTPUT,method,GET,424,POST,425,access,GET,user,POST,user,startup,2,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,,,,,,
kvm,usb-link-status,value,1,tableName,KVM,method,GET,503,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,LIST,dataType,NONE,LIST,0,1,END,dataType,INTEGER,,,,,,,,,,,,,,
,ssh-auth,value,KVM_SSH-AUTH,tableName,KVM,method,GET,512,POST,513,access,GET,admin,POST,admin,startup,1,socketFilter,0,flags,GET,3,POST,3,array,username,password,END,dataTypeArray,STR,STR,END,,,,,,,,,,
,,username,value,username,tableName,KVM_SSH-AUTH,method,GET,512,POST,513,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,1,POST,1,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,
,,password,value,password,tableName,KVM_SSH-AUTH,method,GET,512,POST,513,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,2,POST,2,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,
,default-ssh-auth,value,KVM_DEFAULT-SSH-AUTH,tableName,KVM,method,GET,514,POST,515,access,GET,admin,POST,admin,startup,1,socketFilter,0,flags,GET,3,POST,3,array,username,password,END,dataTypeArray,STR,STR,END,,,,,,,,,,
,,username,value,username,tableName,KVM_DEFAULT-SSH-AUTH,method,GET,514,POST,515,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,1,POST,1,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,
,,password,value,password,tableName,KVM_DEFAULT-SSH-AUTH,method,GET,514,POST,515,access,GET,admin,POST,admin,startup,0,socketFilter,0,flags,GET,2,POST,2,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,
,encoder,value,192.168.1.15,tableName,KVM,method,GET,506,POST,507,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,TYPE,dataType,NONE,TYPE,IPAddress,END,dataType,STR,,,,,,,,,
,default-encoder,value,192.168.1.16,tableName,KVM,method,GET,508,POST,509,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,TYPE,dataType,NONE,TYPE,IPAddress,END,dataType,STR,,,,,,,,,
,key-code,value,256,tableName,KVM,method,GET,510,POST,511,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,
,enable,value,1,tableName,KVM,method,GET,504,POST,505,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,,,,,,,
,feature-enable,value,1,tableName,KVM,method,GET,501,POST,502,access,GET,admin,POST,admin,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,1,dataType,INTEGER,,,,,,,
rs232,get-devices,value,1,tableName,RS232,method,GET,603,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,,,,,,,
,0,params,value,RS232_0_PARAMS,tableName,RS232_0,method,GET,607,POST,608,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,31,POST,31,array,baud-rate,data-bits,parity,stop-bit,flow-control,END,dataTypeArray,INTEGER,INTEGER,STR,INTEGER,STR,END,,,
,,,baud-rate,value,115200,tableName,RS232_0_PARAMS,method,GET,607,POST,608,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,1,POST,1,filter,MIN,MAX,dataType,NONE,MIN,110,MAX,921600,dataType,INTEGER,,,,,
,,,data-bits,value,8,tableName,RS232_0_PARAMS,method,GET,607,POST,608,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,2,POST,2,filter,MIN,MAX,dataType,NONE,MIN,5,MAX,8,dataType,INTEGER,,,,,
,,,parity,value,Even,tableName,RS232_0_PARAMS,method,GET,607,POST,608,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,4,POST,4,filter,LIST,dataType,NONE,LIST,Even,Odd,None,Mark,Space,END,dataType,STR,,,
,,,stop-bit,value,1,tableName,RS232_0_PARAMS,method,GET,607,POST,608,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,8,POST,8,filter,LIST,dataType,NONE,LIST,1,2,END,dataType,INTEGER,,,,,,
,,,flow-control,value,Hardware,tableName,RS232_0_PARAMS,method,GET,607,POST,608,access,GET,user,POST,user,startup,0,socketFilter,0,flags,GET,16,POST,16,filter,LIST,dataType,NONE,LIST,Xon,Xoff,Hardware,None,END,dataType,STR,,,,
,,open-connection,value,TTY0,tableName,RS232_0,method,POST,604,access,POST,user,startup,0,socketFilter,0,flags,POST,0,filter,LIST,dataType,NONE,LIST,0,1,END,dataType,INTEGER,,,,,,,,,,,,,
,,close-connection,value,TTY1,tableName,RS232_0,method,POST,605,access,POST,user,startup,0,socketFilter,0,flags,POST,0,filter,LIST,dataType,NONE,LIST,0,1,END,dataType,INTEGER,,,,,,,,,,,,,
,,flush,value,TTY2,tableName,RS232_0,method,POST,606,access,POST,user,startup,0,socketFilter,0,flags,POST,0,filter,LIST,dataType,NONE,LIST,0,1,END,dataType,INTEGER,,,,,,,,,,,,,
,,send,value,TTY0,tableName,RS232_0,method,POST,609,access,POST,user,startup,0,socketFilter,0,flags,POST,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,,,,,,
,,data-in-notification,value,0,tableName,RS232_0,method,GET,610,POST,611,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,LIST,dataType,NONE,LIST,0,1,END,dataType,INTEGER,,,,,,,
,,read-existing,value,database_name,tableName,RS232_0,method,GET,612,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,,,,,,
,,read-line,value,database_name,tableName,RS232_0,method,GET,613,access,GET,user,startup,0,socketFilter,0,flags,GET,0,filter,dataType,NONE,dataType,STR,,,,,,,,,,,,,,,,,,
,feature-enable,value,1,tableName,RS232,method,GET,601,POST,602,access,GET,admin,POST,admin,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,LIST,dataType,NONE,LIST,0,1,END,dataType,INTEGER,,,,,,,,
system,diagnostics,device-log-level,value,7,tableName,SYSTEM_DIAGNOSTICS,method,GET,30,POST,31,access,GET,user,POST,user,startup,1,socketFilter,0,flags,GET,0,POST,0,filter,MIN,MAX,dataType,NONE,MIN,0,MAX,7,dataType,INTEGER,action,LOG_LEVEL,notifyOpcode,656,socketTask,1
